trt1	trt2	plot	site	sp	block	d	ba	bas	h	bc	rc	lc	bc.d	d.d	h.d	std	Bbr.y	Bbr	NPPaw0	NPPbr0	NPPst	Bbr.kg.m	Bbr.kg.m.cnp	brt	brt.cnp	d.cv	h.cv	lc.cv	res.cnp	col.r	bg.r	pch	ord	ord.trt	bg	col	lty	lwd	spe	ord.spe	lty.1	lwd.1	brtr	std2
11	A	F	1	dk	2	all	0.0699955016156077	0.00384890402586671	3.89079957090327	9.80695666721683	4.16342945123753	0.58273610861018	5.6435272159793	0.258832748734633	0.00203831314629423	0.397721191020753	1013.35428122545	172.143704563976	186.495807103441	90.6462660693084	14.3521025394652	76.2941635298432	26.3397467908688	27.1611212213181	7.21405377755435	6.46500851184088	0.0394930048861906	0.0305895721495096	0.0476928600749609	0.484837130388684	orange	white	25	23	55	white	orange	1	0.7	Hardwood	9	1	1	0.041907160042982	2152.39591516104
12	A	F	5	dk	1	all	0.237353274419271	0.0442995384700218	52.3767429519702	20.5906265845658	14.4982026197833	0.311329414471953	6.13770375384051	0.726981719851179	0.00364308755760368	0.578770112033129	1185.18518518519	2225.79426083712	2364.31353342776	1133.43282404933	138.519272590639	994.913551458689	524.521991463658	553.147175716926	350.237743152405	384.0020775483	0.0415776195799496	0.0157431802452255	0.043953934989657	-0.119897318746024	1	darkolivegreen3	25	6	18	forestgreen	1	1	0.7	P. taeda	2	1	0.7	0.157354050783059	NA
13	A	F	5	dk	2	all	0.0761078234597864	0.00456020931905395	3.08476840752223	11.0797984645584	4.20401787644476	0.627498704835316	6.87578058811361	0.239475697909486	0.00211270209838321	0.430563936051564	678.362573099415	175.622980098341	192.818492798585	111.045811482264	17.1955127002433	93.8502987820203	21.9064565670144	22.7456582138597	6.0735748828282	5.06712549780691	0.084923292584254	0.0907498097176717	0.100636983691581	0.718263104779913	orange	white	25	23	55	white	orange	1	0.7	Hardwood	9	1	1	0.0345830305318088	1863.5477582846
14	A	F	6	dk	1	all	0.18728567120774	0.02756381184591	51.8268748652409	18.2095818156522	13.4819231853138	0.273123431835422	4.71465012318773	0.599947101069077	0.00257671794871795	0.447235486808006	1881.22464035411	1647.07686588028	1738.6925540102	907.132609839039	91.6156881299196	815.516921709119	487.770642700368	522.759181183242	282.394173576221	294.677731893102	0.0331183250922431	0.0140034790330652	0.0342963799993917	-0.0109216664888526	1	darkolivegreen3	25	6	18	forestgreen	1	1	0.7	P. taeda	2	1	0.7	0.171451727254572	NA
15	A	F	6	dk	2	all	0.0715922579484605	0.00402841470481407	2.80602976731167	9.94834773944042	4.08301735922047	0.59294233539274	5.86533038021996	0.300939757988277	0.00254404761904762	0.433620579194689	693.471043895242	173.555752754388	190.69427830897	95.5607202146023	17.138525554582	78.4221946600204	26.0712856791074	26.3553340206835	7.00990613278656	6.85143982256055	0.0443639776017656	0.0443025519704075	0.0832059281860988	0.568613471911644	orange	white	25	23	55	white	orange	1	0.7	Hardwood	9	1	1	0.0403899382275551	2574.69568424935
16	A	F	8	dk	1	all	0.244091289933369	0.0468358536730505	43.1999389031328	19.3749327394284	14.1529248289267	0.282937276543883	5.19467963024053	0.621346180405606	0.00404440514785342	0.481325922894805	924.702774108322	1849.56641860749	1961.4617031139	938.80417055238	111.895284506409	826.90888604597	511.450830329293	537.082629824554	300.786529067771	303.090609355072	0.0338182353382427	0.0132850262303408	0.0286788639375167	-0.0139365489283255	1	darkolivegreen3	25	6	18	forestgreen	1	1	0.7	P. taeda	2	1	0.7	0.162625427257827	NA
17	A	F	8	dk	2	all	0.077359131023566	0.00470772938009121	4.75336559922667	10.3061225022005	3.57668849044465	0.659750507626773	6.7294340117559	0.24205421955499	0.00240979885057471	0.43629208281006	1010.5680317041	274.706719109993	301.472754811373	139.329334777856	26.7660357013792	112.563299076477	34.1255623773132	36.4230732808515	7.41795436003361	8.42267671608847	0.0562929793815468	0.0524976289436352	0.0622960530635695	0.312928438116776	orange	white	25	23	55	white	orange	1	0.7	Hardwood	9	1	1	0.0270031777310239	1935.27080581242
18	BO	C	1	fv	1	1	0.190786329097303	0.0286267067959993	42.5311072397704	15.9103846153846	8.0335914785718	0.513607887677368	7.87679313681282	0.764064924023077	0.00467179487179487	0.895128205128205	1485.71428571429	3460.48495851442	3661.04098403616	1516.48669855895	200.556025521741	1315.93067303721	572.041335200158	597.769283770941	444.542759176102	456.734542387773	0.0185074238516309	0.00981267896671546	0.0166782276376002	-0.00538650159917797	1	wheat	21	10	27	wheat	1	1	0.7	P. menziesii	4	4	1	0.128462560740892	NA
19	BO	C	1	ml	1	1	0.141846419475138	0.0159671429357203	16.1445556350061	10.1383843251133	0.743237474917234	0.950552832539151	9.39514685019602	0.247077364044592	0.0105428571428571	0.911159930877549	1011.11111111111	1117.72116629479	1284.80369046787	631.894721091227	167.082524173081	464.812196918146	142.269181379478	145.210237413179	35.7685567349401	35.8781626923378	0.0203742428292309	0.0103458522722978	0.0103989687172783	0.084639665595638	1	wheat4	21	12	31	wheat4	1	1	0.7	P. menziesii	4	1	0.7	0.0320013235980058	NA
20	BO	C	10	fv	1	1	0.181578030108975	0.0259340941948065	39.7656110987033	15.6540372670807	8.16086169358137	0.502516305323278	7.49317557349938	0.864094707838509	0.00463850931677019	0.858385093167702	1533.33333333333	3236.01161783486	3389.22973072557	1403.32617833792	153.218112890712	1250.10806544721	549.487182879382	578.220444161542	484.858513240355	499.637225764021	0.0187250963446214	0.0122622605149851	0.0201730752526288	-0.00874098294311739	1	wheat	21	10	27	wheat	1	1	0.7	P. menziesii	4	4	1	0.149832129949139	NA
21	BO	C	10	ml	1	2	0.141190432898755	0.0157891934907633	16.4909354236861	10.4607507549687	1.32890499379384	0.91466866842017	9.13184576117484	0.442045094429938	0.00921489361702128	0.85793338352615	1044.44444444444	1159.08698819159	1299.15902235893	586.853319265039	140.072034167338	446.781285097701	146.498374693392	151.487899239412	67.0426665192367	66.9644827242787	0.0234514161891199	0.0163112745235951	0.0162714762955619	0.0553186477606835	1	wheat4	21	12	31	wheat4	1	1	0.7	P. menziesii	4	1	0.7	0.057840927559576	NA
22	BO	C	11	fv	1	1	0.193773680482222	0.0295235661898494	44.1447608743463	16.6592356687898	8.7718127457656	0.496775244732634	7.8874229230242	0.862578770881529	0.00432484076433121	0.880891719745223	1495.2380952381	3611.79574127906	3767.47379090655	1477.7237941481	155.678049627491	1322.0457445206	592.543220431305	614.817039411074	514.844304342279	530.328126172225	0.0168579421139423	0.00916561492555612	0.0176620388412891	-0.00874010270294852	1	wheat	21	10	27	wheat	1	1	0.7	P. menziesii	4	4	1	0.142545243757321	NA
23	BO	C	12	fv	1	1	0.191956456419952	0.0289692778874154	43.8677636580862	16.3363522012579	8.68056336134591	0.495885469662549	7.65578883991195	0.92287122527044	0.00410440251572327	0.921132075471698	1514.28571428571	3530.56034567648	3667.63255253246	1435.17951229231	137.072206855984	1298.10730543633	596.056189345532	617.722905290046	552.082514846263	570.07869448264	0.016831581777564	0.00934764539259877	0.0165015260676235	-0.0116357467310975	1	wheat	21	10	27	wheat	1	1	0.7	P. menziesii	4	4	1	0.156372490707415	NA
24	BO	C	12	ml	1	2	0.129396106563674	0.0133071410882025	13.602855334607	9.89407540858388	1.06051171061261	0.927737370333875	8.83356369797127	0.351799246234077	0.0102413043478261	0.869053932792023	1022.22222222222	974.937002273205	1120.8307307033	574.785924859967	145.893728430094	428.892196429873	129.042169938017	133.011350323507	46.7932431896643	46.7932927843864	0.0224804246804123	0.0153034675239211	0.015298078166326	0.0710626365559949	1	wheat4	21	12	31	wheat4	1	1	0.7	P. menziesii	4	1	0.7	0.0479961711172713	NA
25	BO	C	13	fv	1	2	0.188755465563386	0.0280146683252154	42.1554056703241	16.4591139240506	8.67912352669494	0.492124257766367	7.7799903973557	0.782061635426582	0.00429493670886076	0.853037974683544	1504.7619047619	3424.95456665245	3590.72200073557	1397.30836904832	165.767434083114	1231.5409349652	576.662278809327	594.818810857787	453.892702801265	465.184972001936	0.0158036029912032	0.00894621553671876	0.0163126734559127	-0.00298929722428095	1	wheat	21	10	27	wheat	1	1	0.7	P. menziesii	4	4	1	0.132525174850684	NA
26	BO	C	14	ml	1	3	0.115006881652952	0.0105218997921444	10.6388097898349	8.44623560957213	0.385999677552081	0.969190072827569	8.06023593202005	0.128068991863074	0.00951208791208791	0.780519767998312	1011.11111111111	776.200276082335	909.313022584718	476.974680526916	133.112746502383	343.861934024533	113.89580409777	118.424050699322	15.18079232623	15.1664487854038	0.0250384905871059	0.0181014301371639	0.0180897907905011	0.187384671043356	1	wheat4	21	12	31	wheat4	1	1	0.7	P. menziesii	4	1	0.7	0.0195578290732529	NA
27	BO	C	14	mt	1	4	0.0816492952665872	0.00534456905207269	3.56304603471512	4.92680244119347	0.289649751514704	0.959879815624307	4.63715268967877	0.0957870419052511	0.00882	0.486856526985015	666.666666666667	275.493032048118	328.597215251578	142.789421070755	53.1041832034591	89.6852378672956	89.5219589452395	97.9852851706683	9.28717766015403	9.38572061674079	0.052211878073985	0.0313096152792921	0.0314138431794629	0.286563321575448	1	wheat3	21	11	29	wheat3	1	1	0.7	P. menziesii	4	1	1.2	0.0337111163614908	NA
28	BO	C	16	ml	1	3	0.109101757007123	0.00947741554451526	8.31906475574117	8.21997635189647	0.384683549451596	0.968311481745616	7.83529280244488	0.127478506323954	0.00945569620253165	0.778532115953141	877.777777777778	616.589046501353	725.280237312153	387.576916563202	108.691190810799	278.885725752402	94.7588471675276	96.9136037181146	12.3044978251856	12.3544014444569	0.0207593872092052	0.0132547674907955	0.0133078680956329	0.222370310120907	1	wheat4	21	12	31	wheat4	1	1	0.7	P. menziesii	4	1	0.7	0.0199557515577089	NA
29	BO	C	17	fv	1	2	0.190273918064653	0.0284676261880844	43.9214804044731	16.3496788255802	8.78908873196667	0.488391887095027	7.56059009361358	0.88379969168642	0.00429135802469136	0.873177564987654	1542.85714285714	3502.52550096984	3642.10020587735	1440.36191471384	139.574704907511	1300.78720980633	599.491111335167	619.8654193073	535.704080478658	547.836866470865	0.0169834300929026	0.00879531731056806	0.0163527261035696	-0.00173911595435245	1	wheat	21	10	27	wheat	1	1	0.7	P. menziesii	4	4	1	0.15294794579806	NA
30	BO	C	18	fv	1	2	0.189874461172761	0.028345082548867	43.1925067411306	16.135975703025	8.395679298525	0.509519626967325	7.7402964045	0.954184766175	0.00412625	0.951783567675	1523.80952380952	3516.04655056843	3655.98984945667	1445.34801117686	139.943298888239	1305.40471228862	589.099245163827	608.420834237244	563.964862761981	580.545891452663	0.016291204051929	0.009429100597153	0.0168812317906062	-0.00852516989315396	1	wheat	21	10	27	wheat	1	1	0.7	P. menziesii	4	4	1	0.160397439183735	NA
31	BO	C	18	mt	1	3	0.108556738202048	0.00941165794882673	6.37901260976034	6.8589366412427	0.344814560081268	0.965738772513947	6.51412208116143	0.114543013185695	0.0106360655737705	0.636937914033478	677.777777777778	475.692231082069	558.182687523951	225.876465640356	82.4904564418813	143.386009198474	110.066124044139	120.356706876803	13.6324699659795	13.7860198627764	0.0488535491407712	0.0329522571253651	0.0330500479158214	0.194402090096859	1	wheat3	21	11	29	wheat3	1	1	0.7	P. menziesii	4	1	1.2	0.0286581723964029	NA
32	BO	C	19	fv	1	2	0.193707595808576	0.0294983180151008	44.9498179277727	16.5213818675625	8.822006085195	0.488530562015344	7.6993757823675	0.84650151309625	0.00401875	0.8903644848125	1523.80952380952	3593.94803165757	3742.74893703038	1438.22871126541	148.800905372814	1289.4278058926	611.286584890503	628.710527230783	524.931336363509	532.204412600399	0.0154625627038975	0.00872023656947802	0.0160542498761625	0.00699652208815444	1	wheat	21	10	27	wheat	1	1	0.7	P. menziesii	4	4	1	0.146059801571868	NA
33	BO	C	19	ml	1	4	0.12898610099269	0.0132315141549642	12.496430035244	9.34406862420552	0.759622367435022	0.945029220762173	8.5844462567705	0.251930907290548	0.0105388235294118	0.853164882900096	944.444444444444	871.830846600556	1011.67848783531	528.331345802421	139.847641234752	388.48370456767	120.140052845336	123.661306832844	31.0179239575632	31.1541052271332	0.0237379106737481	0.0139260025938626	0.0140055925650783	0.0946296977896662	1	wheat4	21	12	31	wheat4	1	1	0.7	P. menziesii	4	1	0.7	0.035577915232649	NA
34	BO	C	2	mt	1	1	0.0985914411177247	0.00777251530324743	5.61348327456759	6.22426521780774	0.245885431510602	0.97295131609403	5.97837978629714	0.0811909136592355	0.00992923076923077	0.588682336176268	722.222222222222	431.718152019203	509.368191397624	208.754948064636	77.6500393784214	131.104908686215	110.644485251909	119.482458364719	9.55600131547206	9.70088996088312	0.0441950988917756	0.0284529879276467	0.0285567981931502	0.272134808705286	1	wheat3	21	11	29	wheat3	1	1	0.7	P. menziesii	4	1	1.2	0.0221348147414636	NA
35	BO	C	20	fv	1	2	0.188683000820962	0.0279891819891173	43.1833093546381	16.2451851851852	8.82120562321605	0.478521185833677	7.42397956196914	0.865916277697531	0.00383950617283951	0.853333333333333	1542.85714285714	3465.55861888686	3599.26738806605	1382.79352976285	133.708769179188	1249.08476058366	591.136301123457	624.440921626744	517.67642639713	540.713558497046	0.0196027733281055	0.0110637794300863	0.0207989131623161	-0.0228900538910265	1	wheat	21	10	27	wheat	1	1	0.7	P. menziesii	4	4	1	0.149377483784536	NA
36	BO	C	21	fv	1	2	0.187483666334628	0.0276418408112255	41.594389030225	15.7758227848101	8.38258337794557	0.501995213979426	7.39323940686456	0.99672610488481	0.00443164556962025	0.937088607594937	1504.7619047619	3305.90208479408	3428.04935587412	1415.71566162654	122.147271080033	1293.56839054651	571.638764726915	594.71952530052	579.585160640336	592.772475951731	0.017286982131292	0.00909727442753956	0.017057886763171	-0.00209139303236246	1	wheat	21	10	27	wheat	1	1	0.7	P. menziesii	4	4	1	0.175318308217963	NA
37	BO	C	21	mt	1	3	0.0943932097075492	0.007129324466376	5.86188900568694	6.12722060344496	0.264621305383491	0.970475697655992	5.86259929806147	0.0875992113126373	0.00978108108108108	0.627619860963487	822.222222222222	462.934302286579	549.937903215862	233.686340049027	87.0036009292824	146.682739119745	122.711108620569	131.493349634442	11.3791949099812	11.518713720834	0.0379931664897603	0.0280644647261605	0.0281634836730613	0.23133430915138	1	wheat3	21	11	29	wheat3	1	1	0.7	P. menziesii	4	1	1.2	0.0245805827171928	NA
38	BO	C	22	fv	1	2	0.190051646065839	0.0283973529206739	43.0017058513061	16.4533333333333	8.36812386419371	0.509013432263624	8.08801579065811	0.75876665494088	0.00402138364779874	0.826163522012579	1514.28571428571	3612.5088795367	3781.03606093912	1395.47716971662	168.527181402416	1226.94998831421	578.232488336976	603.184371111212	440.960005795138	457.676187580673	0.0181079642987342	0.0106614274225371	0.0184807685497994	-0.0155346741625682	1	wheat	21	10	27	wheat	1	1	0.7	P. menziesii	4	4	1	0.122064753471745	NA
39	BO	C	22	mt	1	4	0.112976845523513	0.0102047076230563	6.68975277511466	7.04101480109533	0.248207585868705	0.975921282996206	6.79280721522663	0.0822939922062182	0.0114101694915254	0.689289673881595	655.555555555556	490.606337118854	579.565092595946	240.214137949644	88.9587554770922	151.255382472552	114.177784291454	120.065390421343	9.73267872945253	9.88066030357053	0.0378837784813033	0.023326825336936	0.0234506024719996	0.266662601219886	1	wheat3	21	11	29	wheat3	1	1	0.7	P. menziesii	4	1	1.2	0.0198380615843833	NA
40	BO	C	23	fv	1	2	0.185990449778286	0.0272094205679233	40.4254248437718	16.3026923076923	8.20754479321282	0.51776265809277	8.09562319362692	0.795677324233333	0.00476282051282051	0.863076923076923	1485.71428571429	3403.32730690819	3584.30823608651	1448.01242419516	180.980929178323	1267.03149501683	545.855807228932	567.563627359595	436.22237364338	451.597508349647	0.0180477459920549	0.00954381137279608	0.0165737379279428	-0.0129689944807385	1	wheat	21	10	27	wheat	1	1	0.7	P. menziesii	4	4	1	0.1281752632954	NA
41	BO	C	24	ml	1	4	0.118024282514114	0.011066456030576	10.943495408014	8.59913095131462	0.431224756302623	0.96610671451747	8.167906195012	0.14321673832132	0.00930786516853933	0.78499669082705	988.888888888889	794.052562445642	922.399253627863	463.801509631816	128.346691182221	335.454818449595	114.741063606663	119.448893299011	17.0248559754049	17.1070808943758	0.0260400336811896	0.0169218540893006	0.0169656773744938	0.16247977843697	1	wheat4	21	12	31	wheat4	1	1	0.7	P. menziesii	4	1	0.7	0.0214404647508085	NA
42	BO	C	25	fv	1	3	0.193628122863334	0.0294901553283554	40.4436415931731	16.3406944444444	8.55071873598889	0.505174720608972	7.78997570845556	0.912971060144444	0.00498888888888889	0.891111111111111	1371.42857142857	3281.42011011224	3429.83672732216	1432.8872172804	148.416617209922	1284.47060007048	538.630159140431	562.933435124977	494.141159491839	513.941935056804	0.0187838632634115	0.0093069188192991	0.0181101369267754	-0.0182716350784237	1	wheat	21	10	27	wheat	1	1	0.7	P. menziesii	4	4	1	0.150587594063028	NA
43	BO	C	26	fv	1	3	0.182519560956238	0.0262071739203038	39.1859648141685	15.4913375796178	8.01664576910191	0.508623058452033	7.47505872346752	0.934946430394904	0.00478471337579618	0.938089171974522	1495.2380952381	3183.29849143374	3347.21185045838	1496.953039233	163.913359024639	1333.03968020836	536.869195400168	570.887575180782	520.099297954675	533.749300572075	0.0210921530490428	0.0137294572559962	0.0222670839811047	-0.0048300946735434	1	wheat	21	10	27	wheat	1	1	0.7	P. menziesii	4	4	1	0.163383766666639	NA
44	BO	C	27	fv	1	3	0.188967402391867	0.0280771400384331	42.7842133918981	16.225125	8.59855071564875	0.503939335844016	7.62754215118575	1.03076690521625	0.004155	0.89525	1523.80952380952	3512.70605226052	3613.62170945022	1396.52249475921	100.915657189708	1295.6068375695	581.151591213874	607.278613740346	604.313884140998	625.962697289151	0.0181672421915065	0.0105508232861649	0.0196382171308199	-0.0149793931905665	1	wheat	21	10	27	wheat	1	1	0.7	P. menziesii	4	4	1	0.172036565300449	NA
45	BO	C	29	fv	1	3	0.188410413244215	0.0279110277015576	41.7336318966146	16.6408917197452	8.55811199463949	0.519129824899272	8.0828623733465	1.00578255447643	0.00418216560509554	0.925732484076433	1495.2380952381	3543.34511374042	3657.28380776882	1378.28418700706	113.938694028394	1264.34549297867	563.635024255821	582.056349784696	571.195716137854	585.422122335679	0.0165666658308718	0.00938188026525163	0.0163709950261828	-0.00421348417098979	1	wheat	21	10	27	wheat	1	1	0.7	P. menziesii	4	4	1	0.161202394292011	NA
46	BO	C	3	mt	1	1	0.11229966524347	0.010039333600708	9.0354002406372	7.44159749303511	0.24685484832025	0.977563171041563	7.19474264471486	0.081961905116305	0.00969135802469136	0.663969706326871	900	705.877686836199	817.742552770945	303.443249180128	111.864865934746	191.578383245382	153.499937102977	162.288901611845	13.2572031428509	13.3015075553394	0.0332655117755039	0.0235185560466295	0.0235375979214852	0.206955389100609	1	wheat3	21	11	29	wheat3	1	1	0.7	P. menziesii	4	1	1.2	0.0187811619351091	NA
47	BO	C	30	fv	1	3	0.186474728819011	0.0273409947191286	40.8812968657447	16.3694267515924	8.40652028298853	0.519588198909341	7.96290646860382	0.974360264180892	0.00418726114649682	0.921019108280255	1495.2380952381	3438.79698086977	3560.76181550411	1355.46247817301	121.964834634344	1233.49764353867	557.627162867811	575.05826541734	546.229705479316	560.313923411444	0.0155828709887877	0.00824898419502239	0.0151500551547235	-0.00481901726571007	1	wheat	21	10	27	wheat	1	1	0.7	P. menziesii	4	4	1	0.158843254928402	NA
48	BO	C	31	fv	1	3	0.182110130582864	0.0260876162327283	38.7587441171963	15.8792307692308	7.71849668149103	0.540565987239594	8.16073408773974	0.891208295539744	0.00470384615384615	0.864871794871795	1485.71428571429	3366.01007334423	3523.71121640216	1408.29948463791	157.701143057925	1250.59834157998	521.405983856142	551.008528468942	474.354883034727	491.063371484668	0.0207862787389982	0.0127226783237719	0.0203643370616872	-0.0131971222143157	1	wheat	21	10	27	wheat	1	1	0.7	P. menziesii	4	4	1	0.140924974286676	NA
49	BO	C	33	fv	1	3	0.191290926007674	0.0287718443489123	41.6506699146158	16.3417075815789	8.27481714315658	0.5154753418131	8.06689043842237	0.82908889751579	0.00424736842105263	0.892368421052632	1447.61904761905	3476.28531306247	3643.39378630892	1428.28612190454	167.108473246449	1261.17764865809	558.662372262576	581.547164144323	468.767218322299	482.154297173851	0.0186044408477964	0.0106326793379966	0.0188776812799384	-0.00676304165102069	1	wheat	21	10	27	wheat	1	1	0.7	P. menziesii	4	4	1	0.134847164748205	NA
50	BO	C	35	fv	1	3	0.18759401340916	0.0276726843118681	41.9043505294002	16.3407547169811	8.63155646315975	0.501662482250984	7.70919825382138	0.930225320005031	0.00430062893081761	0.823018867924528	1514.28571428571	3463.26903744285	3576.05663103387	1346.05766588785	112.787593591024	1233.27007229683	568.823516691661	594.38569420892	534.692330487741	552.912622601905	0.0184108157853556	0.00963768662304166	0.018435057802179	-0.0127558246522555	1	wheat	21	10	27	wheat	1	1	0.7	P. menziesii	4	4	1	0.154389487131077	NA
51	BO	C	4	fv	1	1	0.191980411182836	0.0289795607212792	44.987318072081	16.1074846625767	8.8399280421681	0.468904677541945	7.26755662040859	0.834223037348466	0.00422453987730061	0.927852760736196	1552.38095238095	3463.73028678323	3636.99873071062	1547.06838225863	173.268443927396	1373.79993833124	615.815931900112	646.288732050713	529.564633588674	539.148949055435	0.0186343582562291	0.0102473107006325	0.018485474791954	0.00274542690895785	1	wheat	21	10	27	wheat	1	1	0.7	P. menziesii	4	4	1	0.15288853049828	NA
52	BO	C	44	fv	1	4	0.19085369293003	0.0286406190768379	38.4602599031823	16.4595744680851	8.34342345341135	0.52174481244049	8.11615101467376	0.882323184234043	0.00421418439716312	0.827659574468085	1342.85714285714	3263.06714067396	3380.1426607141	1230.57892521059	117.075520040137	1113.50340517046	512.746817560899	535.353859000086	456.802613122923	472.355121564938	0.0197705197789603	0.0092170221358521	0.0175361908740531	-0.0120175151697475	1	wheat	21	10	27	wheat	1	1	0.7	P. menziesii	4	4	1	0.139991790983673	NA
